id,annotation
KAG7284308.1,hypothetical protein NEMBOFW57_010680
HIU60104.1,DNA recombination protein RmuC
WP_170107878.1,protein kinase
PZN81607.1,hypothetical protein DIU57_13375
NQV27794.1,hypothetical protein
NQV27794.1,hypothetical protein
NQV27794.1,hypothetical protein
WP_211176340.1,hypothetical protein
CAB1319083.1,unnamed protein product
MCC6004703.1,hypothetical protein
BDA45755.1,probable Kinesin heavy chain at N-terminal half
KAF8382153.1,hypothetical protein PRIPAC_71295
CAF4939873.1,unnamed protein product
MBR5342596.1,hypothetical protein
KXX75026.1,hypothetical protein MMYC01_209311
MBP3304256.1,hypothetical protein
AGI48255.1,hypothetical protein TALC_01271
RII29851.1,hypothetical protein CXR30_11100
RII29851.1,hypothetical protein CXR30_11100
PLX55407.1,hypothetical protein C0629_12835
DAQ03944.1,TPA: MAG TPA: tail tape measure protein
WP_049394929.1,hypothetical protein
MCF7792263.1,hypothetical protein
DAX19503.1,TPA: MAG TPA: Minor tail protein
DAX19503.1,TPA: MAG TPA: Minor tail protein
MBL1307280.1,multicopper oxidase domain-containing protein
TAQ87580.1,hypothetical protein B7494_g4085
XP_040713290.1,uncharacterized protein BCR38DRAFT_411103
XP_002289973.1,predicted protein
MCD8087282.1,hypothetical protein
MCD8087282.1,hypothetical protein
ERT56342.1,hypothetical protein HMPREF1254_1632
XP_012770910.1,"hypothetical protein, conserved"
MBP7821741.1,OmpA family protein
MBC8446245.1,hypothetical protein
GAD92924.1,hypothetical protein MGYG_03448
WP_184665561.1,LCP family protein
MBO7730599.1,glycerol-3-phosphate acyltransferase
MBO7730599.1,glycerol-3-phosphate acyltransferase
MBO7730599.1,glycerol-3-phosphate acyltransferase
MBR2845935.1,hypothetical protein
XP_024698892.1,uncharacterized protein P170DRAFT_485239
WP_183198467.1,hypothetical protein
WP_011163684.1,FHA domain-containing protein
KAF7108007.1,hypothetical protein CFC21_108568
MAZ67597.1,hypothetical protein
YP_009250084.1,PEP
KAG8291216.1,hypothetical protein J6590_065644
WP_221799924.1,hypothetical protein
GFR44612.1,hypothetical protein Agub_g5896
GFR44612.1,hypothetical protein Agub_g5896
GFR44612.1,hypothetical protein Agub_g5896
WP_067936471.1,transglycosylase SLT domain-containing protein
MAM86715.1,hypothetical protein
WP_130872431.1,tape measure protein
MCD8385569.1,hypothetical protein
MCD8385569.1,hypothetical protein
OSC42282.1,hypothetical protein B8W66_04710
KGQ12351.1,hypothetical protein BBAD15_g1903
VFJ53213.1,hypothetical protein BECKFM1743C_GA0114222_101205
KAF5887889.1,dentin sialophosphoprotein
KAH3777782.1,hypothetical protein DPMN_179230
WP_114693966.1,hypothetical protein
XP_012770348.1,"hypothetical protein, conserved"
MBR6028947.1,hypothetical protein
WP_194201243.1,hypothetical protein
MBO2516249.1,hypothetical protein
NBE80436.1,hypothetical protein
WP_127767483.1,DUF2379 family protein
XP_002509178.1,Nucleosome/chromatin assembly complex protein
MBL4602559.1,hypothetical protein
MBQ3693101.1,tape measure protein
MBQ3693101.1,tape measure protein
HIU82262.1,hypothetical protein
MBA2291342.1,hypothetical protein
KAF2112809.1,hypothetical protein BDV96DRAFT_144691
XP_026693226.1,uncharacterized protein LOC104266813 isoform X1
WP_194127472.1,hypothetical protein
NJD28200.1,DUF3618 domain-containing protein
XP_003289684.1,hypothetical protein DICPUDRAFT_80454
WP_187586162.1,BspA family leucine-rich repeat surface protein
MBR3277751.1,hypothetical protein
MBR6246541.1,hypothetical protein
MCB0413010.1,Hsp20 family protein
CAE1237891.1,unnamed protein product
NEP53831.1,hypothetical protein
MBO5159637.1,hypothetical protein
DAO18291.1,TPA: MAG TPA: hypothetical protein
MBK8168401.1,hypothetical protein
WP_022530938.1,tape measure protein
WP_022530938.1,tape measure protein
WP_230896339.1,hypothetical protein
KAF7293143.1,RTA1-domain-containing protein
KUM56572.1,hypothetical protein ACN42_g10641
MCI77101.1,hypothetical protein
MBK9688955.1,pseudouridine synthase
XP_035697373.1,uncharacterized protein LOC118430546
WP_086541701.1,DUF4157 domain-containing protein
XP_007746738.1,hypothetical protein A1O5_07963
MBR1662475.1,hypothetical protein
BBX62947.1,hypothetical protein MSAS_21210
BBX62947.1,hypothetical protein MSAS_21210
MBI5094833.1,hypothetical protein
XP_046429241.1,dentin sialophosphoprotein-like isoform X2
MCB9529424.1,hypothetical protein
XP_001728735.1,hypothetical protein MGL_4070
WP_075135598.1,hypothetical protein
NCA67454.1,hypothetical protein
WP_146593846.1,hypothetical protein
CAD7202288.1,unnamed protein product
KAH6967730.1,hypothetical protein BKA56DRAFT_622599
HIS51341.1,hypothetical protein
WP_171342150.1,chemotaxis protein
NND88784.1,hypothetical protein
CAF18234.1,troponin I protein
XP_043720882.1,uncharacterized protein At4g13230-like
WP_069299894.1,hypothetical protein
TRY69183.1,hypothetical protein TCAL_05615
KAF2095777.1,hypothetical protein NA57DRAFT_58850
HDQ16263.1,hypothetical protein
OGR63012.1,hypothetical protein A2X31_00410
HDN26033.1,hypothetical protein
KAF7586044.1,hypothetical protein BBP40_009642
WP_186785892.1,cell division protein ZapA
WP_186785892.1,cell division protein ZapA
MBO8445546.1,hypothetical protein
OUT20568.1,hypothetical protein CAS74_004229
MBT7262567.1,histone
MBQ6726743.1,DUF4810 domain-containing protein
MBU6173305.1,ankyrin repeat domain-containing protein
XP_045610875.1,splicing factor 3A subunit 2-like
MBP9030081.1,hypothetical protein
HIT16987.1,DUF2130 domain-containing protein
WP_184637496.1,NlpC/P60 family protein
NBO33508.1,DUF1640 domain-containing protein
DAZ16560.1,TPA: MAG TPA: tail tape measure protein
DAZ16560.1,TPA: MAG TPA: tail tape measure protein
PSC67408.1,Dauer Up-Regulated
MBL4688396.1,hypothetical protein
KAF4805720.1,hypothetical protein TURU_000065
WP_051662605.1,MULTISPECIES: hypothetical protein
WP_107839453.1,hypothetical protein
XP_047106925.1,trichohyalin-like
WP_126598040.1,hypothetical protein
HAT3691470.1,hypothetical protein
GFY80379.1,hypothetical protein Acr_01g0001880
OLE45609.1,hypothetical protein AUI36_22520
RCL03692.1,hypothetical protein JSC161_000453
RCL03692.1,hypothetical protein JSC161_000453
RCL03692.1,hypothetical protein JSC161_000453
RCL03692.1,hypothetical protein JSC161_000453
RCL03692.1,hypothetical protein JSC161_000453
WP_046535901.1,hypothetical protein
CAE1269288.1,unnamed protein product
CAE1269288.1,unnamed protein product
CAE1269288.1,unnamed protein product
CAE1269288.1,unnamed protein product
CAE1269288.1,unnamed protein product
TNN34108.1,hypothetical protein EYF80_055726
RJE20815.1,hypothetical protein PHISCL_06834
OQN99297.1,hypothetical protein B0A51_18923
XP_047103828.1,uncharacterized protein LOC124722731
WP_141569282.1,hypothetical protein
CDW77914.1,UNKNOWN
KUO53200.1,hypothetical protein APF82_01015
HBT16528.1,hypothetical protein
DAS34173.1,TPA: MAG TPA: minor tail protein
DAS34173.1,TPA: MAG TPA: minor tail protein
MBV8950062.1,DivIVA domain-containing protein
TFJ88505.1,hypothetical protein NSK_000079
WP_169381453.1,hypothetical protein
CAE7412888.1,haeIIIM
WP_039108646.1,hypothetical protein
KHN77293.1,FMRFamide-like neuropeptide 1
MBK9671504.1,hypothetical protein
WP_105098172.1,S-layer homology domain-containing protein
KAA8547374.1,hypothetical protein F0562_003762
XP_028542003.1,"hypothetical protein, conserved"
WP_193501123.1,hypothetical protein
GFR63743.1,hypothetical protein ElyMa_000163300
RLG71785.1,hypothetical protein DRO11_03695
AYQ99974.1,hypothetical protein PBI_NEBKISS_33
XP_046356870.1,uncharacterized protein LOC124135516
XP_044178571.1,clumping factor A-like
WP_110760768.1,tetratricopeptide repeat protein
DAY27083.1,TPA: MAG TPA: tail tape measure
MBM6227567.1,hypothetical protein
WP_070477022.1,hypothetical protein
OGE26574.1,hypothetical protein A3C26_04190
WP_172977557.1,PRC-barrel domain-containing protein
XP_030371639.1,extensin
KAF6199692.1,hypothetical protein
MBD5204674.1,hypothetical protein
XP_024681240.1,uncharacterized protein P174DRAFT_442511
NBR24045.1,hypothetical protein
XP_012937507.2,GATA zinc finger domain-containing protein 16-like
WP_187993994.1,hypothetical protein
HIT14519.1,hypothetical protein
XP_037072667.1,neurofilament heavy polypeptide-like
HIY11098.1,hypothetical protein
WP_079324481.1,leucine-rich repeat domain-containing protein
MBR3432285.1,hypothetical protein
MBY0377978.1,ankyrin repeat domain-containing protein
XP_035684250.1,pollen-specific leucine-rich repeat extensin-like protein 3
WP_075366841.1,phage tail tape measure protein
NYI61428.1,cell division septum initiation protein DivIVA
MBW0000107.1,apolipoprotein A1/A4/E family protein
WP_197004382.1,tape measure protein
WP_051366382.1,low temperature requirement protein A
MBB5082987.1,tetratricopeptide (TPR) repeat protein
OGT49867.1,hypothetical protein A3F17_04355
WP_116415727.1,hypothetical protein
OAL51999.1,hypothetical protein IQ07DRAFT_586335
MBX5459129.1,flotillin family protein
UFA64119.1,Uncharacterized protein YP598_4511
KIK09427.1,hypothetical protein K443DRAFT_385741
RZF40068.1,hypothetical protein LSTR_LSTR002471
KUM61664.1,hypothetical protein ACN42_g5446
MBI2927728.1,periplasmic heavy metal sensor
MBK7826559.1,response regulator
WP_075066724.1,YtxH domain-containing protein
PTQ38233.1,hypothetical protein MARPO_0052s0034
WP_140586576.1,hypothetical protein
WP_063714347.1,flagellar export chaperone FlgN
CDD84453.1,putative uncharacterized protein
PLW22242.1,hypothetical protein PCANC_28649
HGL35886.1,hypothetical protein
WP_087002863.1,DivIVA domain-containing protein
DAZ13888.1,TPA: MAG TPA: tail tape measure protein
PVV01848.1,hypothetical protein BB560_003720
VFK25302.1,Protein of unknown function (DUF3782)
MBN93062.1,hypothetical protein
NMG60521.1,tetratricopeptide repeat protein
XP_046333149.1,extensin-like
NCY21520.1,hypothetical protein
NCY21520.1,hypothetical protein
XP_025597416.1,kinesin-domain-containing protein
XP_025597416.1,kinesin-domain-containing protein
EKA27090.1,hypothetical protein YWA314_11267
RCL40369.1,30S ribosomal protein S16
TLZ42107.1,hypothetical protein E6K19_08440
WP_214170078.1,hypothetical protein
WP_174551814.1,hypothetical protein
XP_045621383.1,cell wall protein IFF6-like
DAP67671.1,TPA: MAG TPA: tail tape measure protein
XP_025364247.1,hypothetical protein BDZ90DRAFT_230504
KAE8290161.1,"Glutamate receptor ionotropic, NMDA 3B"
WP_060762910.1,hypothetical protein
WP_060762910.1,hypothetical protein
WP_201450394.1,hypothetical protein
MBI5508913.1,OmpA family protein
KAH7731987.1,Protein GCK-4
KAH7731987.1,Protein GCK-4
XP_038705072.1,uncharacterized protein LOC120000959
MBR1524370.1,RNA polymerase sigma factor
MAI73401.1,hypothetical protein
MBC17083.1,hypothetical protein
WP_188855543.1,YtxH domain-containing protein
KAH9512710.1,hypothetical protein Btru_037993
DAQ38474.1,TPA: MAG TPA: minor tail protein
XP_038838981.1,adhesive plaque matrix protein-like
XP_006958678.1,hypothetical protein WALSEDRAFT_60530
MBV6439906.1,hypothetical protein
HDI79043.1,hypothetical protein
MAY79368.1,hypothetical protein
MBN2860020.1,hypothetical protein
WP_064549878.1,phage tail tape measure protein
WP_064549878.1,phage tail tape measure protein
XP_029685401.1,hyaluronan mediated motility receptor-like
PIK44812.1,hypothetical protein BSL78_18317
AVX53432.1,putative ORF1
DAN71244.1,TPA: MAG TPA: minor tail protein
MCB9053333.1,HEAT repeat domain-containing protein
XP_029294691.1,sporozoite surface protein 2-like isoform X1
XP_029294691.1,sporozoite surface protein 2-like isoform X1
TMW62139.1,hypothetical protein Poli38472_009632
OPX19782.1,hypothetical protein BZ151_07385
WP_080239054.1,hypothetical protein
MCB9495849.1,hypothetical protein
QBK92128.1,ankyrin repeat protein
MCE2543871.1,hypothetical protein
MCC9274503.1,hypothetical protein
XP_032366100.1,uncharacterized protein LOC116684790
XP_032366100.1,uncharacterized protein LOC116684790
UCF07884.1,MAG: hypothetical protein JSW28_09630
MBI5494809.1,hypothetical protein
KAH4194657.1,hypothetical protein HBH42_083190
EXG87947.1,Spore coat associated protein JA (CotJA)
MBI2304659.1,hypothetical protein
KAH7722607.1,hypothetical protein AAVH_09857
XP_022308844.1,trithorax group protein osa-like
XP_044661353.1,uncharacterized protein CKM354_000997400
NBX16502.1,hypothetical protein
XP_032804220.1,homeobox protein Nkx-
MBT9591209.1,hypothetical protein
MBX8934570.1,hypothetical protein
WP_096638524.1,LPXTG cell wall anchor domain-containing protein
NET55920.1,hypothetical protein
KAE8740596.1,hypothetical protein FOCC_FOCC013875
MBF0606843.1,hypothetical protein
HIT02482.1,hypothetical protein
WP_204645915.1,hypothetical protein
WP_056990778.1,tape measure protein
NUO82437.1,hypothetical protein
WP_019498558.1,hypothetical protein
EMR63413.1,putative ring-like domain-containing protein
KAG8310115.1,hypothetical protein J6590_070213
MPD01550.1,hypothetical protein
XP_013086624.1,PREDICTED: uncharacterized protein LOC106071135
MCF0087675.1,hypothetical protein
MBX7211268.1,hypothetical protein
WP_091995460.1,phage tail tape measure protein
WP_234275749.1,hypothetical protein
WP_126204818.1,hypothetical protein
MCB1178894.1,hypothetical protein
CAE1320521.1,unnamed protein product
CRL18514.1,NB-ARC
MBI4028527.1,ankyrin repeat domain-containing protein
XP_015970335.1,late embryogenesis abundant protein ECP63 isoform X2
XP_013756028.1,ankyrin
MAH45017.1,hypothetical protein
WP_114706394.1,MULTISPECIES: hypothetical protein
WP_114706394.1,MULTISPECIES: hypothetical protein
WP_229277261.1,tape measure protein
KOB69427.1,Hemomucin
XP_014673982.1,PREDICTED: prostatic spermine-binding protein-like
DAE92076.1,TPA: MAG TPA: tail tape measure protein
KIY49002.1,hypothetical protein FISHEDRAFT_73072
AYV81196.1,hypothetical protein Harvfovirus20_15
KAF4686205.1,hypothetical protein FOZ60_005590
MBM6700649.1,hypothetical protein
TKA43659.1,hypothetical protein B0A54_05442
XP_045094173.1,Protein CBG09998
WP_220807274.1,hypothetical protein
MAP92852.1,hypothetical protein
XP_033379986.1,uncharacterized protein BU24DRAFT_286142
WP_008387461.1,DUF1640 domain-containing protein
WP_170290943.1,DUF1640 domain-containing protein
WP_056978157.1,phage tail tape measure protein
WP_056978157.1,phage tail tape measure protein
MBN1841101.1,hypothetical protein
OOO09756.1,protein of unknown function UPF0047
MBQ5958999.1,hypothetical protein
DAW03669.1,TPA: MAG TPA: tail tape measure
DAW03669.1,TPA: MAG TPA: tail tape measure
KAG2424001.1,hypothetical protein HXX76_014827
CAD7446481.1,unnamed protein product
WP_098477721.1,DUF4065 domain-containing protein
WP_180280943.1,phasin family protein
MBV9535158.1,hypothetical protein
WP_235052775.1,hypothetical protein
KAH8409652.1,hypothetical protein KR222_000274
XP_020032026.1,protein moonraker isoform X1
KAH9635642.1,hypothetical protein HF086_001433
NNN12161.1,DivIVA domain-containing protein
XP_730024.1,uncharacterized protein PY17X_0934000
EDO40734.1,predicted protein
HGF32699.1,hypothetical protein
HEB86814.1,hypothetical protein
WP_163962498.1,ankyrin repeat domain-containing protein
WP_157186545.1,hypothetical protein
WP_016309724.1,phage tail tape measure protein
CAD7260140.1,unnamed protein product
WP_124093121.1,hypothetical protein
WP_101783841.1,hypothetical protein
WP_241859254.1,hypothetical protein
MBE7183340.1,hypothetical protein
MBQ6040209.1,hypothetical protein
PIO75767.1,hypothetical protein TELCIR_02172
PIO75767.1,hypothetical protein TELCIR_02172
NND94102.1,hypothetical protein
XP_034025785.1,trans-Golgi network integral membrane protein 2-like
HHY42573.1,phage tail tape measure protein
MBW2429584.1,hypothetical protein
MBV8521678.1,hypothetical protein
WP_040473382.1,BppU family phage baseplate upper protein
MBS0397467.1,FHA domain-containing protein
CAB3458418.1,unnamed protein product
KYG47781.1,hypothetical protein M433DRAFT_132692
OZJ06672.1,hypothetical protein BZG36_00335
OAF71384.1,hypothetical protein A3Q56_00836
TNN24221.1,hypothetical protein EYF80_065656
KAA0149139.1,hypothetical protein FNF29_06227
KIC91648.1,hypothetical protein HY58_05275
XP_018526199.1,PREDICTED: titin-like
KAG8199779.1,hypothetical protein JTE90_000872
XP_011777224.1,"hypothetical protein, conserved"
KAG9453460.1,hypothetical protein H6P81_006364
WP_110281643.1,phasin family protein
XP_043864276.1,alpha carbonic anhydrase 8-like
MBA8930860.1,phage-related protein
WP_187536894.1,hypothetical protein
WP_146242327.1,hypothetical protein
MBN3304459.1,IPO4 protein
MBR2571208.1,hypothetical protein
OUC52435.1,phage tail tape measure protein
DAV78320.1,TPA: MAG TPA: minor tail protein
WP_091527200.1,hypothetical protein
CAD2188367.1,unnamed protein product
RFU75663.1,hypothetical protein TARUN_6556
DAI60662.1,TPA: MAG TPA: tail tape measure
DAI60662.1,TPA: MAG TPA: tail tape measure
MBQ1735129.1,hypothetical protein
MBM3605045.1,tape measure protein
MBM3605045.1,tape measure protein
WP_075063974.1,tape measure protein
WP_162659729.1,HEAT repeat domain-containing protein
MCC7210136.1,tape measure protein
CAE1231727.1,unnamed protein product
